k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,30,30,30,,4.39,4.39,4.39,
1,30,30,30,,4.39,4.39,4.39,
2,30,30,30,,4.39,4.39,4.39,
3,30,30,30,,4.39,4.39,4.39,
4,30,30,30,,4.39,4.39,4.39,
5,30,30,30,,4.39,4.39,4.39,
6,30,30,30,,4.39,4.39,4.39,
7,30,30,30,,4.06,4.06,4.06,
8,30,30,30,,4.06,4.06,4.06,
9,30,30,30,,4.06,4.06,4.06,
10,30,30,30,,4.06,4.06,4.06,
11,30,30,30,,4.06,4.06,4.06,
12,30,30,30,,5.09,5.09,5.09,
13,30,30,30,,5.09,5.09,5.09,
14,30,30,30,,5.09,5.09,5.09,
15,30,30,30,,5.09,5.09,5.09,
16,29.67,29.67,29.67,,5.09,5.09,5.09,
17,29.5,29.5,29.5,,5.09,5.09,5.09,
18,29,29,29,,5.09,5.09,5.09,
19,28.92,28.92,28.92,,5.09,5.09,5.09,
20,28.92,28.92,28.92,,5.09,5.09,5.09,
21,28.92,28.92,28.92,,5.09,5.09,5.09,
22,28.92,28.92,28.92,,5.09,5.09,5.09,
23,28.92,28.92,28.92,,5.09,5.09,5.09,
24,28.92,28.92,28.92,,5.09,5.09,5.09,
25,28.92,28.92,28.92,,5.09,5.09,5.09,
26,28.92,28.92,28.92,,5.09,5.09,5.09,
27,28.92,28.92,28.92,,5.09,5.09,5.09,
28,28.92,28.92,28.92,,5.09,5.09,5.09,
29,28.92,28.92,28.92,,5.09,5.09,5.09,
30,28.92,28.92,28.92,,5.09,5.09,5.09,
31,28.92,28.92,28.92,,5.09,5.09,5.09,
32,28.82,28.82,28.82,,5.09,5.09,5.09,
33,28.82,28.82,28.82,,5.09,5.09,5.09,
34,28.8,28.8,28.8,,5.09,5.09,5.09,
35,28.78,28.78,28.78,,5.09,5.09,5.09,
36,28.78,28.78,28.78,,5.09,5.09,5.09,
37,28.75,28.75,28.75,,5.09,5.09,5.09,
38,28.71,28.71,28.71,,5.09,5.09,5.09,
39,28.71,28.71,28.71,,5.09,5.09,5.09,
40,28.71,28.71,28.71,,5.09,5.09,5.09,
41,28.67,28.67,28.67,,5.09,5.09,5.09,
42,28.6,28.6,28.6,,5.09,5.09,5.09,
43,28.5,28.5,28.5,,5.09,5.09,5.09,
44,28.5,28.5,28.5,,5.09,5.09,5.09,
45,28.25,28.25,28.25,,5.09,5.09,5.09,
46,28.25,28.25,28.25,,5.09,5.09,5.09,
47,27.83,27.83,27.83,,5.09,5.09,5.09,
48,27.82,27.82,27.82,,5.09,5.09,5.09,
