i,nbQst = 800
0,20.0
1,20.0
2,19.999999599999995
3,19.999998439999995
4,19.9999964
5,19.999993439999997
6,19.999989519999996
7,19.999984639999997
8,19.99997876
9,19.55109675111111
10,19.14332621333333
11,18.99721612222222
12,18.9454055010628
13,18.896344417777776
14,18.895233066666666
15,18.843964111111113
16,18.836821111111114
17,18.825709840000002
18,18.81999544
19,18.797852219999996
20,18.755709360000008
21,18.739280540000003
22,18.71618489333333
23,18.66070862
24,18.639279819999995
25,18.628568825992495
26,18.533628483191677
27,18.484895394354986
28,18.424521019373685
29,18.411219058747285
30,18.37026651328362
31,18.29282467036783
32,18.229491332823958
33,18.167783601253255
34,18.13825556110996
35,18.034894023434948
36,17.862618500175834
37,17.817263652752136
38,17.804138278719392
39,17.795046656214165
40,17.764625256312453
41,17.713635325578203
42,17.635759424246352
43,17.627534380737796
44,17.60973395415638
45,17.58069699011678
46,17.502085732304145
47,17.454458621028934
48,17.38375915796847
49,17.31319517194861
50,17.251697744498824
51,17.208210956774497
52,17.159308094009823
53,17.109005241289385
54,17.02287553685657
55,16.998400266890823
56,16.964805738920656
57,16.95576849819675
58,16.926094802195728
59,16.89492801722352
60,16.866205048200676
61,16.805240853014574
62,16.787461144751983
63,16.740789186607266
64,16.587428283573107
65,16.534952743080407
66,16.494986658979254
67,16.44731838510883
68,16.38306030496636
69,16.350623443086846
70,16.28285617570068
71,16.18522526545126
72,16.160827857194228
73,16.12259752369084
74,16.12164235899824
75,16.067792268629525
76,16.034555354450642
77,16.00354622447565
78,15.997179059765458
79,15.904558264228498
80,15.852903984855564
81,15.794274438085807
82,15.755199330400243
83,15.693437936597398
84,15.657124544643787
85,15.620316324232826
86,15.588557130879401
87,15.521351738296024
88,15.503862444155441
89,15.468603509804357
90,15.413302955812977
91,15.387221008224717
92,15.263112609703821
93,15.246247518507397
94,15.233225468130568
95,15.163387025057252
96,15.095117853106283
97,15.071376939740086
98,15.002608073104
99,14.983833096917111
100,14.96695423930076
101,14.925448540306457
102,14.864869677094335
103,14.81403273732234
104,14.749483705289869
105,14.729163268458253
106,14.678287564658056
107,14.610216892939413
108,14.512307492806636
109,14.451282098572971
110,14.422791337345775
111,14.377505914104699
112,14.337127848069192
113,14.312723766267798
114,14.262640200168839
115,14.184017258142287
116,14.147904081854493
117,14.11183055779101
118,14.069495781447086
119,14.039386474768754
120,13.973989812605588
121,13.95277417030619
122,13.881187299080894
123,13.826473852433255
124,13.761961349945496
125,13.722745011423457
126,13.669132914294947
127,13.63263792829243
128,13.591846299289253
129,13.559705422609026
130,13.527046031870688
131,13.478852536599227
132,13.47407111526538
133,13.430485519513985
134,13.410857784839875
135,13.371469169172979
136,13.311175215939981
137,13.220089783054428
138,13.179488878021717
139,13.15520315518761
140,13.103572163697265
141,13.053827050164246
142,13.01434650944645
143,12.97647722985496
144,12.960581503361157
145,12.918180341577592
146,12.874569787914204
147,12.807471293434142
148,12.750409241127658
149,12.693749892755973
150,12.642003917835986
151,12.60930140066949
152,12.564857458963807
153,12.52667526428471
154,12.462123836063677
155,12.407066004183582
156,12.327714816659121
157,12.27757327392196
158,12.2592101872449
159,12.229232827227724
160,12.209335363613436
161,12.190218535210152
162,12.146042231819427
163,12.110341492951855
164,12.074156642636117
165,12.029463051533991
166,11.9901845178987
167,11.958651457638677
168,11.91398233761637
169,11.895005746283921
170,11.840367753723244
171,11.810888278556162
172,11.723652432383659
173,11.671655125899134
174,11.58990693891302
175,11.52942063236406
176,11.49471377248425
177,11.449303325613739
178,11.429899736810235
179,11.401897279155639
180,11.388565842829754
181,11.358665909151986
182,11.345284420312614
183,11.270036795296923
184,11.251864200024333
185,11.202917777605853
186,11.186822422849676
187,11.136674027521417
188,11.105525115806698
189,11.080415624303054
190,11.050730326417549
191,10.998631821365079
