k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,30,30,30,0,1.79,3.12,5.33,0.97
1,30,30,30,0,1.79,3.12,5.33,0.97
2,30,30,30,0,0,2.77,5.33,1.37
3,30,30,30,0,0,2.78,5.33,1.36
4,30,30,30,0,0,3.12,7.78,2.33
5,30,30,30,0,0,2.93,6.33,2.13
6,30,30,30,0,0,3.06,6.33,2.02
7,30,30,30,0,0,2.61,6.33,2.08
8,30,30,30,0,0,2.61,6.33,2.08
9,28.89,29.34,30,0.35,0,2.37,4.25,1.65
10,28.87,28.95,29,0.06,0,2.23,4.25,1.61
11,28.87,28.88,28.89,0.01,0,2,4.25,1.47
12,28.86,28.88,28.89,0.02,0,2,4.25,1.47
13,28.75,28.83,28.89,0.06,0,2,4.25,1.47
14,28.6,28.78,28.87,0.08,0,2,4.25,1.47
15,28.5,28.75,28.87,0.11,0,2,4.25,1.47
16,28.33,28.7,28.87,0.16,0,2,4.25,1.47
17,28,28.58,28.87,0.32,0,2,4.25,1.47
18,27.89,28.53,28.8,0.32,0,2,4.25,1.47
19,27.89,28.5,28.8,0.33,0,2,4.25,1.47
20,27.75,28.37,28.8,0.4,0,2,4.25,1.47
21,27.71,28.33,28.75,0.41,0,2,4.25,1.47
22,27.67,28.2,28.71,0.41,0,2,4.25,1.47
23,27.67,28.15,28.67,0.42,0,2,4.25,1.47
24,27.57,28.01,28.6,0.45,0,2,4.25,1.47
25,27.4,27.91,28.6,0.45,0,2,4.25,1.47
26,27.25,27.76,28.4,0.4,0,2,4.25,1.47
27,27,27.7,28.4,0.44,0,2,4.25,1.47
28,27,27.6,28.2,0.38,0,2,4.25,1.47
29,26.86,27.54,28,0.36,0,2,4.25,1.47
30,26.86,27.49,27.8,0.32,0,2,4.25,1.47
31,26.57,27.43,27.67,0.36,0,2,4.25,1.47
32,26.5,27.31,27.67,0.37,0,2,4.25,1.47
33,26.4,27.24,27.5,0.35,0,2,4.25,1.47
34,26,27.04,27.5,0.51,0,2,4.25,1.47
35,26,27.02,27.5,0.52,0,2.01,4.32,1.48
36,26,26.96,27.5,0.5,0,2.41,6.33,2.02
37,26,26.84,27.5,0.45,0,2.01,4.32,1.48
38,25.89,26.74,27,0.38,0,2.01,4.32,1.48
39,25.89,26.72,27,0.37,0,2.01,4.32,1.48
40,25.89,26.68,27,0.37,0,2.01,4.32,1.48
41,25.89,26.63,27,0.38,0,1.69,4.32,1.54
42,25.89,26.57,27,0.4,0,2.01,4.32,1.48
43,25.89,26.44,27,0.39,0,2.01,4.32,1.48
44,25.87,26.4,27,0.39,0,2.01,4.32,1.48
45,25.86,26.29,26.67,0.27,0,2.01,4.32,1.48
46,25.67,26.22,26.5,0.28,0,2.01,4.32,1.48
47,25.2,26,26.5,0.44,0,2.01,4.32,1.48
48,25,25.95,26.5,0.48,0,2.01,4.32,1.48
49,25,25.95,26.5,0.48,0,2.01,4.32,1.48
50,24.78,25.89,26.5,0.5,0,2.01,4.32,1.48
51,24.75,25.83,26.5,0.54,0,2.01,4.32,1.48
52,24.75,25.79,26.5,0.54,0,2.01,4.32,1.48
53,24.75,25.74,26.5,0.55,0,2.01,4.32,1.48
54,24.75,25.65,26.17,0.45,0,2.01,4.32,1.48
55,24.75,25.6,26.17,0.45,0,2.01,4.32,1.48
56,24.57,25.47,26.17,0.45,0,2.01,4.32,1.48
57,24.17,25.37,26,0.52,0,2.01,4.32,1.48
58,24,25.22,26,0.51,0,2.01,4.32,1.48
59,23.87,25.07,25.5,0.48,0,2.01,4.32,1.48
60,23.62,24.99,25.5,0.53,0,2.01,4.32,1.48
61,23.62,24.92,25.5,0.5,0,2.01,4.32,1.48
62,23.62,24.85,25.5,0.51,0,2.01,4.32,1.48
63,23.62,24.83,25.5,0.52,0,2.01,4.32,1.48
64,23.62,24.72,25.5,0.58,0,2.01,4.32,1.48
65,23.5,24.69,25.5,0.59,0,2.01,4.32,1.48
66,23.5,24.61,25.5,0.62,0,2.01,4.32,1.48
67,23.5,24.61,25.5,0.61,0,2.01,4.32,1.48
68,23.5,24.56,25.14,0.55,0,2.01,4.32,1.48
69,23.5,24.56,25.14,0.55,0,2.01,4.32,1.48
70,23.5,24.54,25.14,0.58,0,2.01,4.32,1.48
71,23.5,24.52,25,0.56,0,2.01,4.32,1.48
72,23.5,24.44,25,0.58,0,2.01,4.32,1.48
73,23.5,24.32,25,0.58,0,2.01,4.32,1.48
74,22.71,24.18,25,0.71,0,2.01,4.32,1.48
75,22.67,24.08,25,0.71,0,2.01,4.32,1.48
76,22.67,24.07,25,0.71,0,2.01,4.32,1.48
77,22.67,23.94,24.75,0.64,0,2.01,4.32,1.48
78,22.67,23.89,24.75,0.61,0,2.01,4.32,1.48
79,22.67,23.84,24.75,0.65,0,2.01,4.32,1.48
80,22.67,23.82,24.75,0.67,0,2.01,4.32,1.48
81,22.5,23.73,24.75,0.71,0,2.01,4.32,1.48
82,22.33,23.61,24.75,0.8,0,2.01,4.32,1.48
83,22.29,23.52,24.75,0.87,0,2.01,4.32,1.48
84,22,23.36,24.5,0.88,0,2.01,4.32,1.48
85,22,23.3,24.5,0.88,0,2.01,4.32,1.48
86,22,23.29,24.5,0.87,0,2.01,4.32,1.48
87,21.4,23.05,24,0.85,0,2.01,4.32,1.48
88,21.33,23.05,24,0.87,0,2.01,4.32,1.48
89,21.33,23.04,24,0.87,0,2.01,4.32,1.48
90,21,22.92,24,0.99,0,2.01,4.32,1.48
91,21,22.84,24,0.95,0,1.85,4.32,1.61
92,21,22.77,24,0.91,0,1.85,4.32,1.61
93,21,22.69,23.75,0.82,0,1.85,4.32,1.61
94,20.75,22.59,23.75,0.89,0,1.85,4.32,1.61
95,20.71,22.45,23.75,0.86,0,1.85,4.32,1.61
96,20.67,22.4,23.5,0.84,0,1.85,4.32,1.61
97,20.67,22.36,23.5,0.85,0,1.85,4.32,1.61
98,20.43,22.27,23.25,0.91,0,1.85,4.32,1.61
99,20.43,22.23,23.25,0.91,0,1.85,4.32,1.61
100,20.29,22.2,23.25,0.94,0,2.01,4.32,1.48
101,20.29,22.18,23.25,0.95,0,2.01,4.32,1.48
102,20.29,22.01,23,0.83,0,2.01,4.32,1.48
103,20.17,21.96,23,0.87,0,2.01,4.32,1.48
104,20,21.88,23,0.93,0,2.01,4.32,1.48
105,20,21.86,22.75,0.9,0,2.01,4.32,1.48
106,19.8,21.79,22.75,0.92,0,2.01,4.32,1.48
107,19.75,21.75,22.75,0.93,0,2.01,4.32,1.48
108,19.75,21.59,22.67,0.89,0,2.01,4.32,1.48
109,19.75,21.57,22.5,0.86,0,2.01,4.32,1.48
110,19.67,21.55,22.5,0.88,0,2.01,4.32,1.48
111,19.67,21.31,22.5,0.85,0,2.01,4.32,1.48
112,19.33,21.22,22.5,0.91,0,2.01,4.32,1.48
113,19.33,21.2,22.5,0.92,0,2.01,4.32,1.48
114,19,21.12,22.25,0.98,0,2.01,4.32,1.48
115,19,20.96,22.25,0.94,0,2.01,4.32,1.48
116,19,20.94,22.25,0.95,0,2.01,4.32,1.48
117,19,20.89,22,0.92,0,2.01,4.32,1.48
118,19,20.87,22,0.91,0,2.01,4.32,1.48
119,19,20.82,22,0.94,0,2.01,4.32,1.48
120,19,20.73,22,0.96,0,2.01,4.32,1.48
121,19,20.69,22,0.96,0,2.01,4.32,1.48
