k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,30,30,30,0,1.88,3.76,6.47,1.48
1,30,30,30,0,1.88,3.76,6.47,1.48
2,30,30,30,0,0,3.47,6.47,1.92
3,30,30,30,0,0,3.49,6.81,2.4
4,30,30,30,0,0.21,3.23,5.64,1.97
5,30,30,30,0,0.21,3.05,5.64,1.98
6,30,30,30,0,0,1.84,5.64,1.68
7,30,30,30,0,0,2.4,5.74,2.3
8,30,30,30,0,0,1.99,7.98,2.51
9,30,30,30,0,0,2.3,7.98,2.76
10,30,30,30,0,0,2.51,7.98,2.66
11,30,30,30,0,0,2.51,7.98,2.66
12,30,30,30,0,0,2.88,7.98,2.52
13,30,30,30,0,0,2.53,5.23,1.91
14,28.93,29.4,30,0.42,0,2.53,5.23,1.91
15,28.92,29.2,30,0.4,0,2.48,5.23,1.89
16,28.92,29.01,29.67,0.23,0,2.67,5.23,1.7
17,28.91,28.99,29.5,0.18,0,2.67,5.23,1.7
18,28.85,28.92,29,0.04,0,2.67,5.23,1.7
19,28.83,28.91,28.93,0.03,0,2.67,5.23,1.7
20,28.82,28.9,28.93,0.03,0,2.67,5.23,1.7
21,28.78,28.88,28.93,0.05,0,2.67,5.23,1.7
22,28.67,28.86,28.93,0.09,0,2.67,5.23,1.7
23,28.62,28.83,28.92,0.09,0,2.67,5.23,1.7
24,28.62,28.82,28.92,0.09,0,2.67,5.23,1.7
25,28.62,28.8,28.91,0.09,0,2.67,5.23,1.7
26,28.57,28.74,28.9,0.11,0,2.67,5.23,1.7
27,28.25,28.67,28.89,0.2,0,2.67,5.23,1.7
28,28,28.57,28.89,0.33,0,2.67,5.23,1.7
29,27.85,28.5,28.89,0.39,0,2.67,5.23,1.7
30,27.83,28.44,28.89,0.42,0,2.67,5.23,1.7
31,27.8,28.34,28.89,0.44,0,2.67,5.23,1.7
32,27.78,28.3,28.89,0.46,0,2.67,5.23,1.7
33,27.73,28.19,28.89,0.47,0,2.67,5.23,1.7
