i,nbQst = 500
0,20.0
1,20.0
2,19.999999600000002
3,19.999998440000002
4,19.433042165217387
5,19.019998400000002
6,18.76333199333333
7,18.69333217333333
8,18.583332273333337
9,18.429999060000004
10,18.353332413333334
11,18.16333247333333
12,18.11712737374359
13,18.08379392041026
14,17.86288493041026
15,17.725756664035085
16,17.56609225951686
17,17.4515280848556
18,17.366439567314448
19,17.25252562607557
20,17.07141522869019
21,16.852106101300716
22,16.70313949191341
23,16.60142285485496
24,16.455444164606657
25,16.36632916382527
26,16.22298892234882
27,16.06534157240144
28,15.931679608552605
29,15.867208526056732
30,15.712545693103603
31,15.52990920684853
32,15.414478869885572
33,15.283359738382384
34,15.181584195819958
35,15.043212320374085
36,14.870735999458127
37,14.735748820905018
38,14.57749000291245
39,14.413987249372582
40,14.225297871929577
41,14.103278069433813
42,13.952341538059985
43,13.881812643943913
44,13.742000872266313
45,13.545366578542257
46,13.367828273170781
47,13.233654674707072
48,12.976985570640526
49,12.83240427388341
50,12.717442097259498
51,12.547992105486315
52,12.387853104383035
53,12.30413304138065
54,12.150215330289997
55,12.06825288118045
56,11.947762270111792
57,11.866396826071929
58,11.7102396452535
59,11.601448872993393
60,11.451820406319193
61,11.317505702142531
62,11.220261891227599
63,10.95233764747779
64,10.676125676106816
65,10.55232394724661
66,10.258308547168527
67,9.9846163178279
68,9.768419498039709
69,9.657395769284358
70,9.509797287274967
71,9.350054321543919
72,9.15180354018697
73,9.09538000655832
74,8.945254422784984
75,8.769432914650556
76,8.645919276245793
77,8.526162869731216
78,8.252890605445916
79,8.095369347817364
80,7.947436223295906
81,7.741517000011369
82,7.6396241905859394
83,7.561682581310755
84,7.370919933433131
85,7.090760898078198
86,6.935487037849811
87,6.858525524057498
88,6.773234670735295
89,6.634311748085345
90,6.444184735261807
91,6.329424363420105
92,6.199122200480375
93,6.083792789328337
94,5.896836756171937
95,5.733754256214426
96,5.517530881576818
97,5.364056575160127
98,5.1492638917963225
99,5.014008797677294
100,4.726769262752318
101,4.684450544450821
102,4.591148244036
103,4.431236859650464
104,4.307402690825379
105,4.251258969751533
106,4.082998353543379
107,3.9074111157915095
108,3.8088297641268345
109,3.677991316727202
110,3.5371562641435284
111,3.4555901767547654
112,3.317533868265244
113,3.177397674923182
114,3.0695503394945907
115,2.9353982608980447
116,2.7430932676824575
117,2.6565109134680256
118,2.5569748979785696
119,2.4663276703530657
120,2.3369160283939907
121,2.1757786420407452
122,2.0398570431513283
123,1.9197953630937197
124,1.822808122930832
125,1.7406756536762449
126,1.6292581859474153
127,1.5548173744255205
128,1.4495254881707014
129,1.317768995367727
130,1.223891177280818
131,1.1408636451426484
132,1.0181602279436779
133,0.9287844041367262
134,0.8568275942863629
135,0.7639263485869133
136,0.6875898904069103
137,0.5721015129550681
138,0.5298970345113672
139,0.503053378656726
140,0.4494413594999593
141,0.3834743424705059
142,0.34874329756713135
143,0.2935249665064843
144,0.19914519526072294
145,0.16847836409034236
146,0.14832935836589167
147,0.12933275211508213
148,0.1256733851592077
149,0.11096318343730925
150,0.09876361399358985
151,0.08394319208502675
152,0.034213401092265006
153,0.010835261661959654
154,0.01068496578447015
155,0.010609080192514084
156,0.007608590536236381
157,0.0014863415566445505
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
