i,nbQst = 800
0,30.0
1,30.0
2,29.999999600000002
3,29.9999985
4,29.9999966
5,29.9999939
6,29.9999902
7,29.999985499999998
8,29.9999798
9,29.999973100000002
10,29.9999654
11,29.9999567
12,29.999947
13,29.999936299999998
14,29.57138697142857
15,29.242840942857143
16,29.240000073351645
17,29.23155485884116
18,29.014168934175828
19,29.003533181318684
20,28.90543755999001
21,28.881290758066935
22,28.880741357517486
23,28.880741357517486
24,28.878818255594403
25,28.878818255594403
26,28.870484380594405
27,28.870484380594405
28,28.860635091958045
29,28.860635091958045
30,28.841694921503496
31,28.841053854195806
32,28.831962672377625
33,28.831321405069932
34,28.831321405069932
35,28.81313914143357
36,28.804048159615384
37,28.804048059615386
38,28.792345792762237
39,28.783254610944056
40,28.765829654125874
41,28.603553893671325
42,28.48244640367133
43,28.372446113671327
44,28.221690156853146
45,28.11446759185315
46,28.105375910034965
47,28.105375310034965
48,28.096400067727274
49,28.02655163909091
50,28.026551239090907
51,27.959127432272727
52,27.949278666363636
53,27.949277766363636
54,27.940186384545456
55,27.921246514090914
56,27.898905275127216
57,27.897086958763584
58,27.896638172353327
59,27.896637649626058
60,27.886700929113232
61,27.873585148986013
62,27.789545492622377
63,27.78878768580419
64,27.708596157342658
65,27.64801959195804
66,27.63746575782993
67,27.63746535782993
68,27.626671872982776
69,27.625278941936145
70,27.604369053754326
71,27.593257553754324
72,27.58143802739069
73,27.560514148852235
74,27.560513048852233
75,27.54940058885223
76,27.469663073487666
77,27.428945793767387
78,27.308253828587358
79,27.268509846536077
80,27.039237069612998
81,27.02762329242276
82,26.977624942422764
83,26.95518388896378
84,26.945099023974116
85,26.933313404201325
86,26.923313414201328
87,26.91160206009876
88,26.834936070098763
89,26.834935570098768
90,26.824683779088247
91,26.743572449088248
92,26.743571549088248
93,26.693571299088244
94,26.683561764698783
95,26.64386169563895
96,26.630650763429173
97,26.630603468609188
98,26.618916785130086
99,26.618914785130087
100,26.618314204876484
101,26.49269744971263
102,26.491111730459956
103,26.469394967472155
104,26.446844990321164
105,26.43581342519661
106,26.394899614802593
107,26.352398982302596
108,26.326010694802594
109,26.32447973591839
110,26.324274024597884
111,26.323219256118925
112,26.287055704207585
113,26.275573295551318
114,26.26446119555132
115,26.22385630505855
116,26.185952750097897
117,26.16510889014405
118,26.084336333797566
119,25.973532774264683
120,25.951226465969658
121,25.85415960272827
122,25.840402927449187
123,25.82376990104523
124,25.812222783944787
125,25.800900472303038
126,25.76617860980304
127,25.70263812640717
128,25.67555559403574
129,25.67475422443574
130,25.65117211265908
131,25.628948412659085
132,25.603446435592655
133,25.531759740127892
134,25.49366402214168
135,25.493663622141682
136,25.481210876609435
137,25.356697283159612
138,25.31469069957317
139,25.314401556858883
140,25.30271460880693
141,25.274849864560622
142,25.26660919158055
143,25.262938202980113
144,25.24569171319437
145,25.205413200694366
146,25.162977263018778
147,25.139365100518777
148,25.126380537686387
149,25.0584523180911
150,25.0470923705868
151,25.047090270586803
152,25.04700277634049
153,25.022654406763152
154,25.01854651545282
155,25.004940672648086
156,24.99270734918174
157,24.965649753365714
158,24.938558967470307
159,24.912850631575203
160,24.900345281185466
161,24.861096397661882
162,24.79360578711448
163,24.66904323465483
164,24.657048526844463
165,24.637466421240074
166,24.592679303960463
167,24.56430954218045
168,24.54068038549504
169,24.528299826152686
170,24.488520057440144
171,24.451817192173696
172,24.425896770069606
173,24.408781631928758
174,24.40877973192876
175,24.40841325417443
176,24.37960527082619
177,24.35091421546829
178,24.326062197734142
179,24.310875970083973
180,24.292708455562472
181,24.245067757189645
182,24.230301503244956
183,24.202580266862455
184,24.185809402697277
185,24.124557062214798
186,24.097577832409716
187,24.082997324229122
188,24.05565081787245
189,24.03989729123428
190,23.94001657788434
191,23.899495223627042
192,23.899487871329644
193,23.85437954504791
194,23.83171636544632
195,23.789606742050907
196,23.776463475118252
197,23.732302948241383
198,23.702274172249496
199,23.6692950046971
200,23.665992417234385
201,23.639501796377854
202,23.614556616866544
203,23.600514922207704
204,23.57177122285499
205,23.515448498840705
206,23.49773980269997
207,23.48056994861584
208,23.46048141653704
209,23.445275124001295
210,23.416364550946543
211,23.385863778528094
212,23.332487837812668
213,23.32732301522126
214,23.29822263012438
215,23.267221765652888
216,23.236507624268057
217,23.205686668012493
218,23.191402553726775
219,23.191190103350763
220,23.175190135670686
221,23.142419605246655
222,23.105410252440514
223,23.074926659467323
224,23.02503321788293
225,23.010563598939047
226,22.99440585116356
227,22.94810149635539
228,22.883809450724055
229,22.826925974350516
230,22.79095760736269
231,22.776738409401606
232,22.77595886085087
233,22.752111511751444
234,22.717895418264067
235,22.704098683837554
236,22.686039252488133
237,22.683147477380697
238,22.674413123073847
239,22.65481073385211
240,22.57638673884921
241,22.52083100465393
242,22.486798474919357
243,22.469478685303876
244,22.45541812174625
245,22.440259331989854
246,22.406513897932186
247,22.37565118351458
248,22.347357795265005
249,22.325640856700147
250,22.305233534620665
251,22.294179516790813
252,22.26595192357687
253,22.249980877237522
254,22.249976977237523
255,22.191952649209018
256,22.18331393612607
257,22.168375830151483
258,22.135918961126478
259,22.135170032770144
260,22.130677417443056
261,22.110621316851198
262,22.074128400761747
263,22.066855471702787
264,22.049012217586593
265,22.025039747126854
266,21.978154925769854
267,21.954330502669684
268,21.901001383367948
269,21.857715347909156
270,21.820780184383793
271,21.794831720037656
272,21.794822996265925
273,21.77802674951424
274,21.76474338554428
275,21.719387766802427
276,21.71063032637098
277,21.69561651809664
278,21.695608817786777
279,21.650272176858813
280,21.64033207279109
281,21.577332580140045
282,21.560604944857154
283,21.512381019942303
284,21.48555161333321
285,21.42841845162165
286,21.378764217672046
287,21.333766828708438
288,21.296315408814547
289,21.25945405430659
290,21.23747972819024
291,21.177721347117732
292,21.16478821581358
293,21.157373405474516
294,21.118709106552885
295,21.100919154111914
296,21.088847202929266
297,21.044320617261164
298,21.044263243358557
299,21.0316576669197
300,20.997245138995897
301,20.973801326924445
302,20.941846721283582
303,20.91213706726937
304,20.868240759927907
305,20.853416850423166
306,20.82804580180392
307,20.786023884061613
308,20.739560647818536
309,20.71988850876664
310,20.67974286755686
311,20.642222567840783
312,20.63389441452632
313,20.63022688975065
314,20.614821166035497
315,20.590451497246125
316,20.55460678775215
317,20.528929356637967
318,20.5166483072063
319,20.485105515457622
320,20.47400922797807
321,20.473871428515825
322,20.4473081453808
323,20.44631960550735
324,20.403422679609083
325,20.37229869722474
326,20.350238587724792
327,20.347080831850796
328,20.31197176587103
329,20.22890278149902
330,20.22752846950955
331,20.210867169195733
332,20.133371245397193
333,20.113739798405927
334,20.11348999166697
335,20.086195975258782
336,20.0543726034836
337,19.99064806055157
338,19.973164603055885
339,19.971225992121067
340,19.91994483479334
341,19.918535891985123
342,19.91428690567764
343,19.9026475479039
344,19.901501909481006
345,19.854418816851616
346,19.83757044091205
347,19.83100096225976
348,19.810359556342085
349,19.760084668725586
350,19.71588656654178
351,19.681382421111728
352,19.625305217146334
353,19.612849333176587
354,19.559672246266135
355,19.554592584041714
356,19.548403092113546
