i,qC = 170 then qV = 330
0,20.0
1,20.0
2,20.0
3,20.0
4,20.0
5,20.0
6,20.0
7,20.0
8,20.0
9,20.0
10,20.0
11,20.0
12,20.0
13,20.0
14,20.0
15,20.0
16,20.0
17,20.0
18,20.0
19,20.0
20,20.0
21,20.0
22,20.0
23,20.0
24,20.0
25,20.0
26,20.0
27,20.0
28,20.0
29,20.0
30,20.0
31,20.0
32,20.0
33,20.0
34,20.0
35,20.0
36,20.0
37,20.0
38,20.0
39,20.0
40,20.0
41,20.0
42,20.0
43,20.0
44,20.0
45,20.0
46,20.0
47,20.0
48,20.0
49,20.0
50,20.0
51,20.0
52,20.0
53,20.0
54,20.0
55,20.0
56,20.0
57,20.0
58,20.0
59,20.0
60,20.0
61,20.0
62,20.0
63,20.0
64,20.0
65,20.0
66,20.0
67,20.0
68,20.0
69,20.0
70,20.0
71,20.0
72,20.0
73,20.0
74,20.0
75,20.0
76,20.0
77,20.0
78,20.0
79,20.0
80,20.0
81,20.0
82,20.0
83,20.0
84,20.0
85,20.0
86,20.0
87,20.0
88,20.0
89,20.0
90,20.0
91,20.0
92,20.0
93,20.0
94,20.0
95,20.0
96,20.0
97,20.0
98,20.0
99,20.0
100,20.0
101,20.0
102,20.0
103,20.0
104,20.0
105,20.0
106,20.0
107,20.0
108,20.0
109,20.0
110,20.0
111,20.0
112,20.0
113,20.0
114,20.0
115,20.0
116,20.0
117,20.0
118,20.0
119,20.0
120,20.0
121,20.0
122,20.0
123,20.0
124,20.0
125,20.0
126,20.0
127,20.0
128,20.0
129,20.0
130,20.0
131,20.0
132,20.0
133,20.0
134,20.0
135,20.0
136,20.0
137,20.0
138,20.0
139,20.0
140,20.0
141,20.0
142,20.0
143,20.0
144,20.0
145,20.0
146,20.0
147,20.0
148,20.0
149,20.0
150,20.0
151,20.0
152,20.0
153,20.0
154,20.0
155,20.0
156,20.0
157,20.0
158,20.0
159,20.0
160,20.0
161,20.0
162,20.0
163,20.0
164,20.0
165,20.0
166,20.0
167,20.0
168,20.0
169,20.0
170,20.0
171,19.976261980581313
172,19.923913829871488
173,19.85664947204788
174,19.764847998826475
175,19.66009830964335
176,19.527968177684492
177,19.374456685262977
178,19.19546086198955
179,18.804589174571323
180,18.791737730268686
181,18.75866665682179
182,18.75113300013945
183,18.726892206206895
184,18.71387459783167
185,18.702913180859433
186,18.685259680377218
187,18.647018886154985
188,18.60196841690149
189,18.53457481812875
190,18.502687158206186
191,18.410344182516866
192,18.28361072906543
193,18.273619253596486
194,18.145579786981752
195,17.94850511022026
196,17.811576838107356
197,17.78343086751277
198,17.648069302121996
199,17.609350585445462
200,17.539588159879393
201,17.494483368162555
202,17.414831956416894
203,17.376670257779768
204,17.358636402520673
205,17.315243491866795
206,17.204734941273248
207,17.14683967419942
208,17.06109595351558
209,16.91520851471797
210,16.866444170178262
211,16.826704580670985
212,16.767687320175632
213,16.75333989345155
214,16.73141328036525
215,16.654987810085615
216,16.534141247088435
217,16.488598514155957
218,16.43973929130697
219,16.319568470826695
220,16.282524430657293
221,16.185655919538757
222,16.131901043860886
223,15.993185379136715
224,15.89861329512072
225,15.878830978724594
226,15.7954600372845
227,15.747983783060056
228,15.717812879477453
229,15.596893513990535
230,15.519837186357034
231,15.434228033373579
232,15.36202908121237
233,15.245882058814995
234,15.209597643761002
235,15.155745785798713
236,15.140614111880044
237,15.100308406329454
238,15.051824445913455
239,14.985017011477696
240,14.923756415214704
241,14.853139640675254
242,14.830513044029834
243,14.775017060752331
244,14.754251108040592
245,14.729114501968395
246,14.67967459263492
247,14.645396571442282
248,14.608059966921903
249,14.563592179183496
250,14.46207759165565
251,14.327609071269602
252,14.266021852050478
253,14.197759397688596
254,14.13728538993039
255,14.073079692647527
256,14.046172604168028
257,13.943185476426915
