k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,10,10,10,0,0.25,1.55,3.73,0.67
1,10,10,10,0,0.25,1.55,3.73,0.67
2,10,10,10,0,0,1.47,3.73,0.79
3,10,10,10,0,0,1.43,4.33,0.86
4,9.97,10,10,0,0,1.42,4.75,0.93
5,9.63,9.99,10,0.06,0,1.34,5.72,1.01
6,9,9.96,10,0.11,0,1.33,5.72,1
7,9,9.92,10,0.18,0,1.31,5.72,1.05
8,9,9.89,10,0.22,0,1.3,5.72,1.09
9,8.97,9.85,10,0.24,0,1.29,5.72,1.1
10,8.85,9.79,10,0.29,0,1.25,5.72,1.14
11,8.85,9.71,10,0.32,0,1.18,4.45,1.16
12,8.67,9.65,10,0.34,0,1.13,4.45,1.15
13,8.2,9.58,10,0.37,0,1.17,4.45,1.18
14,8.12,9.5,10,0.39,0,1.13,4.45,1.19
15,8.12,9.44,10,0.4,0,1.13,4.45,1.19
16,8.12,9.35,10,0.42,0,1.14,4.46,1.2
17,8,9.27,10,0.44,0,1.12,4.46,1.2
18,7.89,9.19,10,0.47,0,1.13,4.45,1.21
19,7.79,9.12,10,0.48,0,1.13,4.45,1.21
20,7.75,9.06,10,0.49,0,1.04,4.37,1.18
21,7.38,8.99,10,0.52,0,1.01,4.61,1.16
22,7,8.9,10,0.54,0,0.96,4.61,1.11
23,7,8.81,10,0.55,0,0.95,4.3,1.08
24,6.82,8.73,9.83,0.56,0,0.92,4.3,1.07
25,6.55,8.62,9.83,0.57,0,0.91,4.3,1.06
26,6.55,8.54,9.83,0.59,0,0.92,4.3,1.08
27,6.55,8.46,9.83,0.58,0,0.93,4.34,1.11
28,6.55,8.38,9.83,0.59,0,0.91,4.34,1.1
29,6.38,8.28,9.83,0.62,0,0.93,4.34,1.1
30,6.36,8.17,9.83,0.64,0,0.9,4.34,1.03
31,6.35,8.08,9.34,0.65,0,0.91,4.34,1.02
32,5.94,7.99,9.34,0.67,0,0.93,4.34,1.02
33,5.77,7.91,9.34,0.67,0,0.86,3.65,0.94
34,5.77,7.84,9.34,0.7,0,0.86,3.65,0.96
35,5.54,7.78,9.34,0.72,0,0.83,3.65,0.96
36,5.54,7.7,9.34,0.72,0,0.86,4,0.99
37,5.51,7.63,9.31,0.73,0,0.88,4.16,1.03
38,5.51,7.54,9.31,0.75,0,0.84,4,1.01
39,5.27,7.42,9.28,0.8,0,0.83,3.85,1
40,4.53,7.35,9.28,0.82,0,0.85,3.85,1
41,4.53,7.26,9.28,0.82,0,0.8,3.85,0.98
42,4.27,7.19,9.28,0.83,0,0.76,3.85,0.95
43,4.27,7.11,9.28,0.86,0,0.77,3.85,0.95
44,4,7.03,8.86,0.89,0,0.82,3.85,0.99
45,4,6.94,8.76,0.88,0,0.79,3.85,0.98
46,4,6.86,8.63,0.87,0,0.79,3.85,0.97
